#---
#---EXFOR Standard Output---
#=============================================================================
#DATASET        O0851002 
#NOW            2022/03/23:15:09:21
#SUBENT         O0851002   20030501
#ENTRY          O0851      20030501
#AUTHOR1        M.Chiari+
#YEAR           2001
#X4REF1         J,NIM/B,174,259,2001
#REFERENCE1     Jour: Nucl. Instrum. Methods in Physics Res., Sect.B, Vol.174, p.259 (2001)
#REACTION       13-AL-27(P,EL)13-AL-27,,DA
#D4REAC         R0#
#C4Reaction     (P,EL),DA
#ReactionType   DA
#Quantity       Differential c/s with respect to angle
#IndVarFamCode  [0 2 4      ]
#ExpectedUnits  [B/SR]
#xVariables     2
#+              Y = Y(X1,X2)
#COLUMNS        9
#HEADER         7           9           12
!DATA        ERR-T       ERR-S       ERR-1       ERR-2       ERR-3       EN          EN-ERR      ANG         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    MEV         KEV         ADEG        
!Y.Value     Y.Err+-     Y.sErr+-    Y.pErr+-    Y.pErr+-    Y.pErr+-    X1.Value    X1.Err+-    X2.Value    
!0.1         0.911       0.944       0.955       0.955       0.955       1.1         1.911       2.1         
!variable    const       const       const       const       const       variable    const       variable    
!1.0         1.0         1.0         1.0         1.0         1.0         1000000.0   1000.0      1.0         
!B/SR        PER-CENT    PER-CENT    PER-CENT    PER-CENT    PER-CENT    EV          EV          ADEG        
#DATA           2512        9           12
 0.294       2.5         1.          1.          0.5         0.5         1.185       3.          115.        
 0.262       2.5         1.          1.          0.5         0.5         1.185       3.          120.        
 0.233       2.5         1.          1.          0.5         0.5         1.185       3.          125.        
 0.216       2.5         1.          1.          0.5         0.5         1.185       3.          130.        
 0.201       2.5         1.          1.          0.5         0.5         1.185       3.          135.        
 0.182       2.5         1.          1.          0.5         0.5         1.185       3.          140.        
 0.17        2.5         1.          1.          0.5         0.5         1.185       3.          145.        
 0.161       2.5         1.          1.          0.5         0.5         1.185       3.          150.        
 0.153       2.5         1.          1.          0.5         0.5         1.185       3.          155.        
 0.148       2.5         1.          1.          0.5         0.5         1.185       3.          160.        
 0.142       2.5         1.          1.          0.5         0.5         1.185       3.          165.        
 0.139       2.5         1.          1.          0.5         0.5         1.185       3.          170.        
 0.461       2.5         1.          1.          0.5         0.5         1.198       3.          100.        
 0.397       2.5         1.          1.          0.5         0.5         1.198       3.          105.        
 0.347       2.5         1.          1.          0.5         0.5         1.198       3.          110.        
 0.303       2.5         1.          1.          0.5         0.5         1.198       3.          115.        
 0.272       2.5         1.          1.          0.5         0.5         1.198       3.          120.        
 0.241       2.5         1.          1.          0.5         0.5         1.198       3.          125.        
 0.217       2.5         1.          1.          0.5         0.5         1.198       3.          130.        
 0.195       2.5         1.          1.          0.5         0.5         1.198       3.          135.        
 0.182       2.5         1.          1.          0.5         0.5         1.198       3.          140.        
 0.162       2.5         1.          1.          0.5         0.5         1.198       3.          145.        
 0.155       2.5         1.          1.          0.5         0.5         1.198       3.          150.        
 0.142       2.5         1.          1.          0.5         0.5         1.198       3.          155.        
 0.136       2.5         1.          1.          0.5         0.5         1.198       3.          160.        
 0.137       2.5         1.          1.          0.5         0.5         1.198       3.          165.        
 0.126       2.5         1.          1.          0.5         0.5         1.198       3.          170.        
 0.472       2.5         1.          1.          0.5         0.5         1.2         3.          100.        
 0.394       2.5         1.          1.          0.5         0.5         1.2         3.          105.        
 0.342       2.5         1.          1.          0.5         0.5         1.2         3.          110.        
 0.287       2.5         1.          1.          0.5         0.5         1.2         3.          115.        
 0.251       2.5         1.          1.          0.5         0.5         1.2         3.          120.        
 0.215       2.5         1.          1.          0.5         0.5         1.2         3.          125.        
 0.189       2.5         1.          1.          0.5         0.5         1.2         3.          130.        
 0.167       2.5         1.          1.          0.5         0.5         1.2         3.          135.        
 0.147       2.5         1.          1.          0.5         0.5         1.2         3.          140.        
 0.135       2.5         1.          1.          0.5         0.5         1.2         3.          145.        
 0.123       2.5         1.          1.          0.5         0.5         1.2         3.          150.        
 0.114       2.5         1.          1.          0.5         0.5         1.2         3.          155.        
 0.108       2.5         1.          1.          0.5         0.5         1.2         3.          160.        
 0.101       2.5         1.          1.          0.5         0.5         1.2         3.          165.        
 0.098       2.5         1.          1.          0.5         0.5         1.2         3.          170.        
 0.431       2.5         1.          1.          0.5         0.5         1.211       3.          100.        
 0.371       2.5         1.          1.          0.5         0.5         1.211       3.          105.        
 0.33        2.5         1.          1.          0.5         0.5         1.211       3.          110.        
 0.29        2.5         1.          1.          0.5         0.5         1.211       3.          115.        
 0.265       2.5         1.          1.          0.5         0.5         1.211       3.          120.        
 0.246       2.5         1.          1.          0.5         0.5         1.211       3.          125.        
 0.233       2.5         1.          1.          0.5         0.5         1.211       3.          130.        
 0.217       2.5         1.          1.          0.5         0.5         1.211       3.          135.        
 0.206       2.5         1.          1.          0.5         0.5         1.211       3.          140.        
 0.199       2.5         1.          1.          0.5         0.5         1.211       3.          145.        
 0.194       2.5         1.          1.          0.5         0.5         1.211       3.          150.        
 0.188       2.5         1.          1.          0.5         0.5         1.211       3.          155.        
 0.185       2.5         1.          1.          0.5         0.5         1.211       3.          160.        
 0.183       2.5         1.          1.          0.5         0.5         1.211       3.          165.        
 0.18        2.5         1.          1.          0.5         0.5         1.211       3.          170.        
 0.427       2.5         1.          1.          0.5         0.5         1.223       3.          100.        
 0.365       2.5         1.          1.          0.5         0.5         1.223       3.          105.        
 0.33        2.5         1.          1.          0.5         0.5         1.223       3.          110.        
 0.288       2.5         1.          1.          0.5         0.5         1.223       3.          115.        
 0.267       2.5         1.          1.          0.5         0.5         1.223       3.          120.        
 0.244       2.5         1.          1.          0.5         0.5         1.223       3.          125.        
 0.225       2.5         1.          1.          0.5         0.5         1.223       3.          130.        
 0.213       2.5         1.          1.          0.5         0.5         1.223       3.          135.        
 0.2         2.5         1.          1.          0.5         0.5         1.223       3.          140.        
 0.188       2.5         1.          1.          0.5         0.5         1.223       3.          145.        
 0.184       2.5         1.          1.          0.5         0.5         1.223       3.          150.        
 0.176       2.5         1.          1.          0.5         0.5         1.223       3.          155.        
 0.173       2.5         1.          1.          0.5         0.5         1.223       3.          160.        
 0.17        2.5         1.          1.          0.5         0.5         1.223       3.          165.        
 0.167       2.5         1.          1.          0.5         0.5         1.223       3.          170.        
 0.428       2.5         1.          1.          0.5         0.5         1.235       3.          100.        
 0.366       2.5         1.          1.          0.5         0.5         1.235       3.          105.        
 0.326       2.5         1.          1.          0.5         0.5         1.235       3.          110.        
 0.288       2.5         1.          1.          0.5         0.5         1.235       3.          115.        
 0.261       2.5         1.          1.          0.5         0.5         1.235       3.          120.        
 0.24        2.5         1.          1.          0.5         0.5         1.235       3.          125.        
 0.218       2.5         1.          1.          0.5         0.5         1.235       3.          130.        
 0.206       2.5         1.          1.          0.5         0.5         1.235       3.          135.        
 0.191       2.5         1.          1.          0.5         0.5         1.235       3.          140.        
 0.18        2.5         1.          1.          0.5         0.5         1.235       3.          145.        
 0.176       2.5         1.          1.          0.5         0.5         1.235       3.          150.        
 0.17        2.5         1.          1.          0.5         0.5         1.235       3.          155.        
 0.164       2.5         1.          1.          0.5         0.5         1.235       3.          160.        
 0.158       2.5         1.          1.          0.5         0.5         1.235       3.          165.        
 0.16        2.5         1.          1.          0.5         0.5         1.235       3.          170.        
 0.401       2.5         1.          1.          0.5         0.5         1.247       3.          100.        
 0.35        2.5         1.          1.          0.5         0.5         1.247       3.          105.        
 0.314       2.5         1.          1.          0.5         0.5         1.247       3.          110.        
 0.278       2.5         1.          1.          0.5         0.5         1.247       3.          115.        
 0.253       2.5         1.          1.          0.5         0.5         1.247       3.          120.        
 0.231       2.5         1.          1.          0.5         0.5         1.247       3.          125.        
 0.211       2.5         1.          1.          0.5         0.5         1.247       3.          130.        
 0.2         2.5         1.          1.          0.5         0.5         1.247       3.          135.        
 0.185       2.5         1.          1.          0.5         0.5         1.247       3.          140.        
 0.173       2.5         1.          1.          0.5         0.5         1.247       3.          145.        
 0.17        2.5         1.          1.          0.5         0.5         1.247       3.          150.        
 0.164       2.5         1.          1.          0.5         0.5         1.247       3.          155.        
 0.156       2.5         1.          1.          0.5         0.5         1.247       3.          160.        
 0.16        2.5         1.          1.          0.5         0.5         1.247       3.          165.        
 0.152       2.5         1.          1.          0.5         0.5         1.247       3.          170.        
 0.405       2.5         1.          1.          0.5         0.5         1.259       3.          100.        
 0.345       2.5         1.          1.          0.5         0.5         1.259       3.          105.        
 0.314       2.5         1.          1.          0.5         0.5         1.259       3.          110.        
 0.272       2.5         1.          1.          0.5         0.5         1.259       3.          115.        
 0.246       2.5         1.          1.          0.5         0.5         1.259       3.          120.        
 0.231       2.5         1.          1.          0.5         0.5         1.259       3.          125.        
 0.21        2.5         1.          1.          0.5         0.5         1.259       3.          130.        
 0.193       2.5         1.          1.          0.5         0.5         1.259       3.          135.        
 0.183       2.5         1.          1.          0.5         0.5         1.259       3.          140.        
 0.171       2.5         1.          1.          0.5         0.5         1.259       3.          145.        
 0.162       2.5         1.          1.          0.5         0.5         1.259       3.          150.        
 0.156       2.5         1.          1.          0.5         0.5         1.259       3.          155.        
 0.151       2.5         1.          1.          0.5         0.5         1.259       3.          160.        
 0.148       2.5         1.          1.          0.5         0.5         1.259       3.          165.        
 0.146       2.5         1.          1.          0.5         0.5         1.259       3.          170.        
 0.392       2.5         1.          1.          0.5         0.5         1.271       3.          100.        
 0.34        2.5         1.          1.          0.5         0.5         1.271       3.          105.        
 0.305       2.5         1.          1.          0.5         0.5         1.271       3.          110.        
 0.268       2.5         1.          1.          0.5         0.5         1.271       3.          115.        
 0.242       2.5         1.          1.          0.5         0.5         1.271       3.          120.        
